,relation,head,tail,weight
14410,DerivedFrom,cantalien,cantal/n,2.0
14411,DerivedFrom,cap_verdien,cap_vert/n,2.0
14412,DerivedFrom,carélien,carélie/n,2.0
14413,DerivedFrom,catanais,catane,2.0
14414,DerivedFrom,catanais,catane/n,2.0
14415,DerivedFrom,cauchemarder,cauchemar/n,2.0
14416,DerivedFrom,ceci,ci,2.0
14417,DerivedFrom,cela,là,2.0
14418,DerivedFrom,celui_ci,celui,2.0
14419,DerivedFrom,celui_là,celui,2.0
14420,DerivedFrom,chair_de_poule,chair/n,2.0
14421,DerivedFrom,chambérien,chambéry,2.0
14422,DerivedFrom,charentois,charente/n,2.0
14423,DerivedFrom,charolais,charols/n,2.0
14424,DerivedFrom,chartrain,chartres/n,2.0
14425,DerivedFrom,chat_de_gouttière,gouttière/n,2.0
14426,DerivedFrom,chemin_de_fer,chemin/n,2.0
14427,DerivedFrom,châtaignier,châtaigne/n,2.0
14428,DerivedFrom,cinquantième,cinquante,2.0
14429,DerivedFrom,cinquième,cinq,2.0
14430,DerivedFrom,cinquièmement,cinquième/a,2.0
14431,DerivedFrom,clermontois,clermont,2.0
14432,DerivedFrom,clermontois,clermont_ferrand/n,2.0
14433,DerivedFrom,colombien,colombie/n,2.0
14434,DerivedFrom,colombo_britannique,colombie_britannique/n,2.0
14435,DerivedFrom,comorien,comores/n,2.0
14436,DerivedFrom,congolais,congo,2.0
14437,DerivedFrom,consommateur,consommer/v,2.0
14438,DerivedFrom,consommation,consommer/v,2.0
14439,DerivedFrom,cordouan,cordoue,2.0
14440,DerivedFrom,cordouan,cordoue/n,2.0
14441,DerivedFrom,corrézien,corrèze,2.0
14442,DerivedFrom,corrézien,corrèze/n,2.0
14443,DerivedFrom,coréen,corée/n,2.0
14444,DerivedFrom,costaricain,costa_rica,2.0
14445,DerivedFrom,costaricien,costa_rica,2.0
14446,DerivedFrom,costarmoricain,côtes_d_armor/n,2.0
14447,DerivedFrom,cracovien,cracovie,2.0
14448,DerivedFrom,cracovien,cracovie/n,2.0
14449,DerivedFrom,creusois,creuse/n,2.0
14450,DerivedFrom,crétois,crète/n,2.0
14451,DerivedFrom,cômasque,côme/n,2.0
14452,DerivedFrom,dahoméen,dahomey,2.0
14453,DerivedFrom,dakarois,dakar,2.0
14454,DerivedFrom,deuxième,deux,2.0
14455,DerivedFrom,deuxièmement,deuxième/a,2.0
14456,DerivedFrom,dijonnais,dijon,2.0
14457,DerivedFrom,dijonnais,dijon/n,2.0
14458,DerivedFrom,dix_huitième,dix_huit,2.0
14459,DerivedFrom,dix_huitièmement,dix_huitième/a,2.0
14460,DerivedFrom,dix_neuvième,dix_neuf,2.0
14461,DerivedFrom,dix_neuvièmement,dix_neuvième/a,2.0
14462,DerivedFrom,dix_septième,dix_sept,2.0
14463,DerivedFrom,dix_septièmement,dix_septième/a,2.0
14464,DerivedFrom,dixième,dix,2.0
14465,DerivedFrom,dixièmement,dixième/a,2.0
14466,DerivedFrom,djiboutien,djibouti,2.0
14467,DerivedFrom,dominiquais,dominique,2.0
14468,DerivedFrom,dominiquais,dominique/n,2.0
14469,DerivedFrom,donaldvillois,donaldville,2.0
14470,DerivedFrom,donaldvillois,donaldville/n,2.0
14471,DerivedFrom,dordognais,dordogne,2.0
14472,DerivedFrom,dordognais,dordogne/n,2.0
14473,DerivedFrom,douzième,douze,2.0
14474,DerivedFrom,douzièmement,douzième/a,2.0
14475,DerivedFrom,dunkerquois,dunkerque,2.0
14476,DerivedFrom,dunkerquois,dunkerque/n,2.0
14477,DerivedFrom,engranger,grange/n,2.0
14478,DerivedFrom,entre_temps,entre,2.0
14479,DerivedFrom,entregent,entre,2.0
14480,DerivedFrom,entreposer,entre,2.0
14481,DerivedFrom,essonnien,essonne/n,2.0
14482,DerivedFrom,européen,europe/n,2.0
14483,DerivedFrom,falklandais,falklands,2.0
14484,DerivedFrom,fidjien,fidji,2.0
14485,DerivedFrom,fidjien,fidji/n,2.0
14486,DerivedFrom,finistérien,finistère/n,2.0
14487,DerivedFrom,fleurir,fleur/n,2.0
14488,DerivedFrom,florentin,florence/n,2.0
14489,DerivedFrom,fontenaisien,fontenay_aux_roses/n,2.0
14490,DerivedFrom,francfortois,francfort,2.0
14491,DerivedFrom,francfortois,francfort/n,2.0
14492,DerivedFrom,fransaskois,franco,2.0
14493,DerivedFrom,fransaskois,saskatchewan,2.0
14494,DerivedFrom,frôlement,frôler/v,2.0
14495,DerivedFrom,gabonais,gabon,2.0
14496,DerivedFrom,gabonais,gabon/n,2.0
14497,DerivedFrom,galicien,galice/n,2.0
14498,DerivedFrom,gallois,galles,2.0
14499,DerivedFrom,gambien,gambie,2.0
14500,DerivedFrom,gambien,gambie/n,2.0
14501,DerivedFrom,gandois,gand,2.0
14502,DerivedFrom,gandois,gand/n,2.0
14503,DerivedFrom,garonnais,garonne/n,2.0
14504,DerivedFrom,gatinois,gatineau,2.0
14505,DerivedFrom,gatinois,gatineau/n,2.0
14506,DerivedFrom,genevois,genève/n,2.0
14507,DerivedFrom,gergovien,gergovie/n,2.0
14508,DerivedFrom,gersois,gers/n,2.0
14509,DerivedFrom,girondin,gironde,2.0
14510,DerivedFrom,girondin,gironde/n,2.0
14511,DerivedFrom,grenadien,grenade/n,2.0
14512,DerivedFrom,grenoblois,grenoble,2.0
14513,DerivedFrom,grenoblois,grenoble/n,2.0
14514,DerivedFrom,groenlandais,groenland/n,2.0
14515,DerivedFrom,guernesiais,guernesey,2.0
14516,DerivedFrom,guinéen,guinée/n,2.0
14517,DerivedFrom,guyanais,guyane,2.0
14518,DerivedFrom,gyroscopique,gyroscope/n,2.0
14519,DerivedFrom,génois,gênes,2.0
14520,DerivedFrom,génois,gênes/n,2.0
14521,DerivedFrom,géorgien,géorgie/n,2.0
14522,DerivedFrom,hambourgeois,hambourg,2.0
14523,DerivedFrom,hambourgeois,hambourg/n,2.0
14524,DerivedFrom,hanovrien,hanovre/n,2.0
14525,DerivedFrom,haut_viennois,haute_vienne/n,2.0
14526,DerivedFrom,havrais,le_havre/n,2.0
14527,DerivedFrom,hawaïen,hawaï/n,2.0
14528,DerivedFrom,haïtien,haïti,2.0
14529,DerivedFrom,haïtien,haïti/n,2.828
14530,DerivedFrom,herbretais,les_herbiers/n,2.0
14531,DerivedFrom,hermais,herm,2.0
14532,DerivedFrom,homsiote,homs,2.0
14533,DerivedFrom,homsiote,homs/n,2.0
14534,DerivedFrom,hondurien,honduras,2.0
14535,DerivedFrom,hongkongais,hong_kong,2.0
14536,DerivedFrom,huitième,huit,2.0
14537,DerivedFrom,huitièmement,huitième/a,2.0
14538,DerivedFrom,hullois,hull,2.0
14539,DerivedFrom,hullois,hull/n,2.0
14540,DerivedFrom,huppé,huppe/n,2.0
14541,DerivedFrom,héraultais,hérault/n,2.0
14542,DerivedFrom,ibérien,ibérie,2.0
14543,DerivedFrom,indochinois,indochine,2.0
14544,DerivedFrom,indonésien,indonésie/n,2.0
14545,DerivedFrom,indrien,indre/n,2.0
14546,DerivedFrom,insulindien,insulinde/n,2.0
14547,DerivedFrom,irakien,irak,2.0
14548,DerivedFrom,iranien,iran,2.0
14549,DerivedFrom,ivoirien,côte_d_ivoire/n,2.0
14550,DerivedFrom,jamaïcain,jamaïque,2.0
14551,DerivedFrom,jamaïcain,jamaïque/n,2.0
14552,DerivedFrom,jardin_zoologique,jardin/n,2.0
14553,DerivedFrom,javanais,java/n,2.0
14554,DerivedFrom,jeannois,lac_saint_jean/n,2.0
14555,DerivedFrom,jersiais,jersey,2.0
14556,DerivedFrom,jeux_olympiques,olympique/a,2.0
14557,DerivedFrom,jonglerie,jongler/v,2.0
14558,DerivedFrom,jordanien,jordanie/n,2.0
14559,DerivedFrom,katangais,katanga,2.0
14560,DerivedFrom,katangais,katanga/n,2.0
14561,DerivedFrom,kirghiz,kirghizistan/n,2.0
14562,DerivedFrom,labellisation,labelliser/v,2.0
14563,DerivedFrom,labradorien,labrador,2.0
14564,DerivedFrom,labradorien,labrador/n,2.0
14565,DerivedFrom,landais,landes/n,2.0
14566,DerivedFrom,lavallois,laval,2.0
14567,DerivedFrom,lavallois,laval/n,2.0
14568,DerivedFrom,lensois,lens,2.0
14569,DerivedFrom,lensois,lens/n,2.0
14570,DerivedFrom,libérien,libéria,2.0
14571,DerivedFrom,libérien,libéria/n,2.0
14572,DerivedFrom,liechtensteinois,liechtenstein,2.0
14573,DerivedFrom,ligure,ligurie/n,2.0
14574,DerivedFrom,limbourgeois,limbourg/n,2.0
14575,DerivedFrom,limougeaud,limoges,2.0
14576,DerivedFrom,limougeaud,limoges/n,2.0
14577,DerivedFrom,lithuanien,lithuanie,2.0
14578,DerivedFrom,livournais,livourne,2.0
14579,DerivedFrom,livournais,livourne/n,2.0
14580,DerivedFrom,liégeois,liège,2.0
14581,DerivedFrom,longueillois,longueil,2.0
14582,DerivedFrom,longueillois,longueil/n,2.0
14583,DerivedFrom,longueuillois,longueuil,2.0
14584,DerivedFrom,longueuillois,longueuil/n,2.0
14585,DerivedFrom,lorientais,lorient,2.0
14586,DerivedFrom,lorientais,lorient/n,2.0
14587,DerivedFrom,louisianais,louisiane/n,2.0
14588,DerivedFrom,louisianien,louisiane/n,2.0
14589,DerivedFrom,louvaniste,louvain,2.0
14590,DerivedFrom,lozérien,lozère/n,2.0
14591,DerivedFrom,lyonnais,lyon/n,2.0
14592,DerivedFrom,lève_vitre,vitre/n,2.0
14593,DerivedFrom,macanais,macao/n,2.0
14594,DerivedFrom,majorquais,majorque,2.0
14595,DerivedFrom,malaisien,malaisie/n,2.0
14596,DerivedFrom,malouin,saint_malo/n,2.0
14597,DerivedFrom,manitobain,manitoba,2.0
14598,DerivedFrom,mannois,man,2.0
14599,DerivedFrom,mardi_gras,gras/a,2.0
14600,DerivedFrom,marnais,marne/n,2.0
14601,DerivedFrom,marocain,maroc/n,2.0
14602,DerivedFrom,mascatais,mascate,2.0
14603,DerivedFrom,mascatais,mascate/n,2.0
14604,DerivedFrom,masovien,masovie,2.0
14605,DerivedFrom,masovien,masovie/n,2.0
14606,DerivedFrom,mauritanien,mauritanie,2.0
14607,DerivedFrom,mayennais,mayenne/n,2.0
14608,DerivedFrom,messin,metz,2.0
14609,DerivedFrom,micronésien,micronésie/n,2.0
14610,DerivedFrom,moissonner,moisson/n,2.0
14611,DerivedFrom,moldove,moldavie/n,2.0
14612,DerivedFrom,monoblétois,monoblet/n,2.0
14613,DerivedFrom,montréalais,montréal,2.0
14614,DerivedFrom,montréalais,montréal/n,2.0
14615,DerivedFrom,morbihannais,morbihan/n,2.0
14616,DerivedFrom,moscovien,moscovie,2.0
14617,DerivedFrom,moscovien,moscovie/n,2.0
14618,DerivedFrom,mulhousien,mulhouse,2.0
14619,DerivedFrom,munichois,munich,2.0
14620,DerivedFrom,méganticois,lac_mégantic,2.0
14621,DerivedFrom,mélancolique,mélancolie/n,2.0
14622,DerivedFrom,métayage,métayer/n,2.0
14623,DerivedFrom,namibien,namibie,2.0
14624,DerivedFrom,namibien,namibie/n,2.0
14625,DerivedFrom,namurois,namur,2.0
14626,DerivedFrom,nancéien,nancy,2.0
14627,DerivedFrom,nancéien,nancy/n/wikt/en_2,2.0
14628,DerivedFrom,nanotechnologique,nanotechnologie/n,2.0
14629,DerivedFrom,nantais,nantes,2.0
14630,DerivedFrom,neuvièmement,neuvième/a,2.0
14631,DerivedFrom,new_yorkais,new_york,2.0
14632,DerivedFrom,new_yorkais,new_york/n,2.0
14633,DerivedFrom,nid_d’_abeilles,abeille/n,2.0
14634,DerivedFrom,nigérian,nigeria/n,2.0
14635,DerivedFrom,nigérien,niger,2.0
14636,DerivedFrom,nigérien,niger/n,2.0
14637,DerivedFrom,nivernais,nièvre/n,2.0
14638,DerivedFrom,niçois,nice,2.0
14639,DerivedFrom,nombrilisme,nombril/n,2.0
14640,DerivedFrom,norvégien,norvège,2.0
14641,DerivedFrom,nubien,nubie,2.0
14642,DerivedFrom,nubien,nubie/n,2.0
14643,DerivedFrom,néo_zélandais,nouvelle_zélande,2.0
14644,DerivedFrom,néo_zélandais,nouvelle_zélande/n,2.0
14645,DerivedFrom,népalais,népal/n,2.0
14646,DerivedFrom,nœud_papillon,papillon/n,2.0
14647,DerivedFrom,omanais,oman,2.0
14648,DerivedFrom,ombrien,ombrie,2.0
14649,DerivedFrom,ombrien,ombrie/n,2.0
14650,DerivedFrom,ontarien,ontario,2.0
14651,DerivedFrom,onzième,onze,2.0
14652,DerivedFrom,onzièmement,onzième/a,2.0
14653,DerivedFrom,orageux,orage/n,2.0
14654,DerivedFrom,oranais,oran,2.0
14655,DerivedFrom,orléanais,orléans/n,2.0
14656,DerivedFrom,ossétien,ossétie/n,2.0
14657,DerivedFrom,ovniologie,ovni,2.0
14658,DerivedFrom,ovniologue,ovni,2.0
14659,DerivedFrom,pacser,pacs/n,2.0
14660,DerivedFrom,padouan,padoue/n,2.0
14661,DerivedFrom,pakistanais,pakistan,2.0
14662,DerivedFrom,pakistanais,pakistan/n,2.0
14663,DerivedFrom,palermitain,palerme/n,2.0
14664,DerivedFrom,palestinien,palestine,2.0
14665,DerivedFrom,palestinien,palestine/n,2.0
14666,DerivedFrom,palmyrénien,palmyrène,2.0
14667,DerivedFrom,palois,pau/n,2.0
14668,DerivedFrom,paléoprotérozoïque,protérozoïque,2.0
14669,DerivedFrom,panaméen,panamá/n,2.0
14670,DerivedFrom,papillonner,papillon/n,2.0
14671,DerivedFrom,papouasien,papouasie_nouvelle_guinée/n,2.0
14672,DerivedFrom,paraguayen,paraguay/n,2.0
14673,DerivedFrom,patagonien,patagonie/n,2.0
14674,DerivedFrom,patin_à_glace,patin/n,2.0
14675,DerivedFrom,patin_à_roulettes,patin/n,2.0
14676,DerivedFrom,patinage,patin/n,2.0
14677,DerivedFrom,perpignanais,perpignan,2.0
14678,DerivedFrom,petit_ami,ami/n,2.0
14679,DerivedFrom,petit_pain,pain/n,2.0
14680,DerivedFrom,peureux,peur/n,2.0
14681,DerivedFrom,philippin,philippines/n,2.0
14682,DerivedFrom,pied_à_terre,pied/n,2.0
14683,DerivedFrom,pisidien,pisidie/n,2.0
14684,DerivedFrom,plaisirois,plaisir/n,2.0
14685,DerivedFrom,podcaster,podcast/n,2.0
14686,DerivedFrom,poilu,poil/n,2.0
14687,DerivedFrom,polynésien,polynésie,2.0
14688,DerivedFrom,polynésien,polynésie/n,2.0
14689,DerivedFrom,pomme_de_terre,pomme/n,2.0
14690,DerivedFrom,porto_ricain,porto_rico,2.0
14691,DerivedFrom,protéomique,protéome/n,2.0
14692,DerivedFrom,provençal,provence/n,2.0
14693,DerivedFrom,prussien,prussie,2.0
14694,DerivedFrom,puydômois,puy_de_dôme/n,2.0
14695,DerivedFrom,pékinois,pékin,2.0
14696,DerivedFrom,pékinois,pékin/n,2.0
14697,DerivedFrom,pérousien,pérouse/n,2.0
14698,DerivedFrom,péruvien,pérou,2.0
14699,DerivedFrom,quarantième,quarante,2.0
14700,DerivedFrom,quatorzième,quatorze,2.0
14701,DerivedFrom,quatorzièmement,quatorzième/a,2.0
14702,DerivedFrom,quatrième,quatre,2.0
14703,DerivedFrom,quatrièmement,quatrième/a,2.0
14704,DerivedFrom,quiberonnais,quiberon/n,2.0
14705,DerivedFrom,quimpérois,quimper,2.0
14706,DerivedFrom,quimpérois,quimper/n,2.0
14707,DerivedFrom,quinzième,quinze,2.0
14708,DerivedFrom,quinzièmement,quinzième/a,2.0
14709,DerivedFrom,québécois,québec,2.0
14710,DerivedFrom,ravitailler,avitailler/v,2.0
14711,DerivedFrom,relooker,look/n,2.0
14712,DerivedFrom,respiration,respirer/v,2.0
14713,DerivedFrom,ressentir,sentir/v,2.0
14714,DerivedFrom,romand,romandie/n,2.0
14715,DerivedFrom,rouennais,rouen,2.0
14716,DerivedFrom,rouennais,rouen/n,2.0
14717,DerivedFrom,rwandais,rwanda,2.0
14718,DerivedFrom,rwandais,rwanda/n,2.828
14719,DerivedFrom,rétroviral,rétrovirus/n,2.0
14720,DerivedFrom,réunionnais,réunion,2.0
14721,DerivedFrom,rééduquer,éduquer/v,2.0
14722,DerivedFrom,saint_lucien,sainte_lucie/n,2.0
14723,DerivedFrom,saint_marinais,saint_marin/n,2.0
14724,DerivedFrom,saintais,saintes/n/wikt/en_1,2.0
14725,DerivedFrom,saoudi,arabie_saoudite/n,2.0
14726,DerivedFrom,saoudien,arabie_saoudite/n,2.0
14727,DerivedFrom,sarde,sardaigne/n,2.0
14728,DerivedFrom,sarthois,sarthe,2.0
14729,DerivedFrom,saskatchewanais,saskatchewan,2.0
14730,DerivedFrom,saskatchewanais,saskatchewan/n,2.0
14731,DerivedFrom,saïgonnais,saïgon,2.0
14732,DerivedFrom,saônois,saône/n,2.0
14733,DerivedFrom,scénarisation,scénariser/v,2.0
14734,DerivedFrom,seizièmement,seizième/a,2.0
14735,DerivedFrom,septième,sept,2.0
14736,DerivedFrom,septièmement,septième/a,2.0
14737,DerivedFrom,seychellois,seychelles,2.0
14738,DerivedFrom,sherbrookois,sherbrooke,2.0
14739,DerivedFrom,sicilien,sicile/n,2.0
14740,DerivedFrom,siennois,sienne,2.0
14741,DerivedFrom,silésien,silésie/n,2.0
14742,DerivedFrom,singapourien,singapour/n,2.0
14743,DerivedFrom,singerie,singe/n,2.0
14744,DerivedFrom,sixième,six,2.0
14745,DerivedFrom,sixièmement,sixième/a,2.0
14746,DerivedFrom,smurfer,smurf/n,2.0
14747,DerivedFrom,soixantième,soixante,2.0
14748,DerivedFrom,somalien,somalie,2.0
14749,DerivedFrom,somalien,somalie/n,2.0
14750,DerivedFrom,sommier,somme,2.0
14751,DerivedFrom,sortie,sortir/v,2.0
14752,DerivedFrom,srilankais,sri_lanka,2.0
14753,DerivedFrom,sud_africain,afrique_du_sud/n,2.0
14754,DerivedFrom,sud_africain,république_d_afrique_du_sud/n,2.0
14755,DerivedFrom,sud_américain,amérique_du_sud/n,2.0
14756,DerivedFrom,surinamais,suriname,2.0
14757,DerivedFrom,sévillan,séville/n,2.0
14758,DerivedFrom,tagueur,taguer/v,2.0
14759,DerivedFrom,tarentin,tarente/n,2.0
14760,DerivedFrom,tarnais,tarn/n,2.0
14761,DerivedFrom,tasmanien,tasmanie/n,2.0
14762,DerivedFrom,taïwanais,taïwan,2.0
14763,DerivedFrom,taïwanais,taïwan/n,2.0
14764,DerivedFrom,tchadien,tchad/n,2.0
14765,DerivedFrom,tchétchène,tchétchénie/n,2.0
14766,DerivedFrom,terre_neuvien,terre_neuve,2.0
14767,DerivedFrom,terre_neuvien,terre_neuve/n,2.0
14768,DerivedFrom,terreneuvien,terre_neuve/n,2.0
14769,DerivedFrom,teufeur,teuf/n,2.0
14770,DerivedFrom,thaïlandais,thaïlande,2.0
14771,DerivedFrom,thaïlandais,thaïlande/n,2.0
14772,DerivedFrom,tibétain,tibet/n,2.0
14773,DerivedFrom,togolais,togo,2.0
14774,DerivedFrom,tokyote,tokyo,2.0
14775,DerivedFrom,tokélaouan,tokélaou,2.0
14776,DerivedFrom,tombouctien,tombouctou/n,2.0
14777,DerivedFrom,torontois,toronto,2.0
14778,DerivedFrom,toscan,toscane/n,2.0
14779,DerivedFrom,toulonnais,toulon,2.0
14780,DerivedFrom,toulonnais,toulon/n,2.0
14781,DerivedFrom,tourangeau,tours/n,2.0
14782,DerivedFrom,treizième,treize,2.0
14783,DerivedFrom,treizièmement,treizième/a,2.0
14784,DerivedFrom,trentième,trente,2.0
14785,DerivedFrom,troisième,trois,2.0
14786,DerivedFrom,troisièmement,troisième/a,2.0
14787,DerivedFrom,troyen,troy,2.0
14788,DerivedFrom,troyen,troye_d_ariège,2.0
14789,DerivedFrom,troyen,troyes,2.0
14790,DerivedFrom,troyen,troyes/n,2.0
14791,DerivedFrom,trumpiste,trump,2.0
14792,DerivedFrom,trévisan,trévise/n,2.0
14793,DerivedFrom,tuilage,tuiler/v,2.0
14794,DerivedFrom,tunisien,tunisie,2.0
14795,DerivedFrom,tunisois,tunis,2.0
14796,DerivedFrom,tutoiement,tutoyer/v,2.0
14797,DerivedFrom,ténois,tno,2.0
14798,DerivedFrom,uruaguyen,uruguay/n,2.0
14799,DerivedFrom,usage,user/v,2.0
14800,DerivedFrom,vannais,vannes,2.0
14801,DerivedFrom,varois,var/n,2.0
14802,DerivedFrom,varsovien,varsovie/n,2.0
14803,DerivedFrom,vauclusien,vaucluse/n,2.0
14804,DerivedFrom,vendômois,vendôme,2.0
14805,DerivedFrom,vengeance,venger/v,2.0
14806,DerivedFrom,vengeur,venger/v,2.0
14807,DerivedFrom,vingtième,vingt,2.0
14808,DerivedFrom,vingtièmement,vingtième/a,2.0
14809,DerivedFrom,vol,voler/v,2.0
14810,DerivedFrom,vénézuélien,venezuela,2.0
14811,DerivedFrom,véronais,vérone,2.0
14812,DerivedFrom,véronais,vérone/n,2.0
14813,DerivedFrom,washingtonien,washington,2.0
14814,DerivedFrom,westphalien,westphalie,2.0
14815,DerivedFrom,westphalien,westphalie/n,2.0
14816,DerivedFrom,ypérite,ypres/n,2.0
14817,DerivedFrom,yukonnais,yukon,2.0
14818,DerivedFrom,yvelinois,yvelines/n,2.0
14819,DerivedFrom,yéménite,yémen/n,2.828
14820,DerivedFrom,zambien,zambie/n,2.828
14821,DerivedFrom,zaïrois,zaïre,2.0
14822,DerivedFrom,zimbabwéen,zimbabwe,2.0
14823,DerivedFrom,zinoviéviste,zinoviev,2.0
14824,DerivedFrom,zurichois,zurich,2.0
14825,DerivedFrom,zébrer,zèbre/n,2.0
14826,DerivedFrom,éblouissant,éblouir/v,2.0
14827,DerivedFrom,ébéniste,ébène/n,2.0
14828,DerivedFrom,écologique,écologie/n,2.0
14829,DerivedFrom,écologiquement,écologique/a,2.0
14830,DerivedFrom,écologiste,écologie/n,2.0
14831,DerivedFrom,égyptien,égypte,2.0
14832,DerivedFrom,émirien,émirats_arabes_unis,2.0
14833,DerivedFrom,émésénien,émésène,2.0
14834,DerivedFrom,émésénien,émésène/n/wikt/en_2,2.0
14835,DerivedFrom,équato_guinéen,guinée_équatoriale/n,2.0
14836,DerivedFrom,éthiopien,éthiopie,2.0
14837,DerivedFrom,étymologiquement,étymologique/a,2.0
23391,FormOf,a.l,al,2.0
23392,FormOf,a.l,al/n/wikt/fr_2,2.0
23393,FormOf,abris_sous_roche/n,abri_sous_roche,2.0
23394,FormOf,adjoint_au_maire,maire_adjoint/n,2.0
23395,FormOf,agrég,agreg/n,2.0
23396,FormOf,al,a.l/n,3.464
23397,FormOf,al_anbâr,al_anbar/n,2.0
23398,FormOf,alikoum_es_salam,âlikoum_es_selam,2.0
23399,FormOf,alsaciens,alsacien/n,2.0
23400,FormOf,an,a,2.0
23401,FormOf,angliches/n,angliche,2.0
23402,FormOf,anti_poussière,antipoussière/a,2.0
23403,FormOf,anti_poussières,anti_poussière/a,3.464
23404,FormOf,anti_poussières,antipoussière/a,2.0
23405,FormOf,antigua_et_barbade,antigua_et_barbuda/n,2.0
23406,FormOf,antigua_et_barbude,antigua_et_barbuda/n,2.0
23407,FormOf,antigue_et_barbade,antigua_et_barbuda/n,2.0
23408,FormOf,antigue_et_barbuda,antigua_et_barbuda/n,2.0
23409,FormOf,antigue_et_barbude,antigua_et_barbuda/n,2.0
23410,FormOf,antipoussière,anti_poussière/a,2.0
23411,FormOf,antipoussières,anti_poussière/a,2.0
23412,FormOf,après_skis/n,après_ski,2.0
23413,FormOf,arabes/n,arabe,2.0
23414,FormOf,arabie_séoudite,arabie_saoudite/n,2.0
23415,FormOf,asr,âsr/n,2.0
23416,FormOf,attikamek,atikamekw/n,2.0
23417,FormOf,auto_détermination,autodétermination/n,2.0
23418,FormOf,auto_tamponneuses/n,auto_tamponneuse,2.0
23419,FormOf,autos_tamponneuses/n,auto_tamponneuse,2.0
23420,FormOf,avant_j_c,av_j_c/a,2.0
23421,FormOf,avions_citernes/n,avion_citerne,2.0
23422,FormOf,aweille,enweille,2.0
23423,FormOf,aïds/n,aïd,2.0
23424,FormOf,baby_boom,babyboom/n,2.0
23425,FormOf,baby_boomer,baby_boomeur/n,2.0
23426,FormOf,baby_boomeur,baby_boomer/n,2.0
23427,FormOf,babyboomer,baby_boomer/n,2.0
23428,FormOf,babyboomeur,baby_boomer/n,2.0
23429,FormOf,ballon_chasseurs/n,ballon_chasseur,2.0
23430,FormOf,balthasar,balthazar/n,2.0
23431,FormOf,bar_mitsva,bar_mitsvah/n,2.0
23432,FormOf,basques/n,basque,2.0
23433,FormOf,basse_lice,basse_lisse/n,2.0
23434,FormOf,basse_lice,basselisse/n,2.0
23435,FormOf,basse_lisse,basse_lice/n,3.464
23436,FormOf,basse_lisse,basselisse/n,2.0
23437,FormOf,basselisse,basse_lice/n,2.0
23438,FormOf,bateaux_pilotes/n,bateau_pilote,2.0
23439,FormOf,birmans/n,birman,2.0
23440,FormOf,bla_bla_bla/n,bla_bla,2.0
23441,FormOf,bla_bla_blas/n,bla_bla_bla,2.0
23442,FormOf,bla_blas/n,bla_bla,2.0
23443,FormOf,blacks/n,black,2.0
23444,FormOf,blancs/n,blanc,2.0
23445,FormOf,boches/n,boche,2.0
23446,FormOf,boucs_émissaires/n,bouc_émissaire,2.0
23447,FormOf,boutons_d_or/n,bouton_d_or,2.0
23448,FormOf,bretonne_pie_noire,bretonne_pie_noir/n,2.0
23449,FormOf,bretons/n,breton,2.0
23450,FormOf,bull_mastiff,bullmastiff/n,2.0
23451,FormOf,bungie_jumping,bungee_jumping/n,2.0
23452,FormOf,bungy_jumping,bungee_jumping/n,2.0
23453,FormOf,bâ,ba/n,2.0
23454,FormOf,béliers/n,bélier,2.0
23455,FormOf,calaisiens/n,calaisien,2.0
23456,FormOf,calanques,calanque/n,2.0
23457,FormOf,calice,câlisse,2.0
23458,FormOf,caméscopes,caméscope/n,2.0
23459,FormOf,canon_révolver,canon_revolver/n,2.0
23460,FormOf,capricornes/n,capricorne,2.0
23461,FormOf,chars_à_bancs/n,char_à_bancs,2.0
23462,FormOf,cheese_cake,cheesecake/n,2.0
23463,FormOf,chrétiens/n,chrétien,2.0
23464,FormOf,chérokée,cherokee/n,2.0
23465,FormOf,clef_allen,clé_allen/n,3.464
